table_code,var_name,ons_name,total,table_scode,prog_id,var_id,set_null
TS001,Residence type: Total,Residence type: Total; measures: Value,59597747,1000,1,1001,0
TS060,Industry (current): 92 Gambling and betting activities,Industry (current): 92 Gambling and betting activities,56699,60000,99,60099,0
TS060,Industry (current): 93 Sports activities and amusement and recreation activities,Industry (current): 93 Sports activities and amusement and recreation activities,268244,60000,100,60100,0
TS060,Industry (current): 94 Activities of membership organisations,Industry (current): 94 Activities of membership organisations,149390,60000,101,60101,0
TS060,Industry (current): 95 Repair of computers and personal and household goods,Industry (current): 95 Repair of computers and personal and household goods,26729,60000,102,60102,0
TS060,Industry (current): 96 Other personal service activities,Industry (current): 96 Other personal service activities,416124,60000,103,60103,0
TS060,Industry (current): 97 Activities of households as employers of domestic personnel,Industry (current): 97 Activities of households as employers of domestic personnel,14263,60000,104,60104,0
TS060,Industry (current): 98 Undifferentiated goods- and services-producing activities of private households for own use,Industry (current): 98 Undifferentiated goods- and services-producing activities of private households for own use,8,60000,105,60105,0
TS060,Industry (current): 99 Activities of extraterritorial organisations and bodies,Industry (current): 99 Activities of extraterritorial organisations and bodies,11363,60000,106,60106,0
TS059,Hours worked: Total: All usual residents aged 16 years and over in employment the week before the census,Hours worked: Total: All usual residents aged 16 years and over in employment the week before the census,27773548,59000,1,59001,0
TS059,Hours worked: Part-time,Hours worked: Part-time,8280694,59000,2,59002,0
TS059,Hours worked: Part-time: 15 hours or less worked,Hours worked: Part-time: 15 hours or less worked,2854718,59000,3,59003,0
TS059,Hours worked: Part-time: 16 to 30 hours worked,Hours worked: Part-time: 16 to 30 hours worked,5425976,59000,4,59004,0
TS059,Hours worked: Full-time,Hours worked: Full-time,19492854,59000,5,59005,0
TS059,Hours worked: Full-time: 31 to 48 hours worked,Hours worked: Full-time: 31 to 48 hours worked,16427786,59000,6,59006,0
TS059,Hours worked: Full-time: 49 or more hours worked,Hours worked: Full-time: 49 or more hours worked,3065068,59000,7,59007,0
TS065,Unemployment history: Total: All usual residents aged 16 years and over not in employment the week before the census,Unemployment history: Total: All usual residents aged 16 years and over not in employment the week before the census,20792380,65000,1,65001,0
TS065,Unemployment history: Not in employment: Worked in the last 12 months,Unemployment history: Not in employment: Worked in the last 12 months,2729400,65000,2,65002,0
TS065,Unemployment history: Not in employment: Not worked in the last 12 months,Unemployment history: Not in employment: Not worked in the last 12 months,12762990,65000,3,65003,0
TS065,Unemployment history: Not in employment: Never worked,Unemployment history: Not in employment: Never worked,5299990,65000,4,65004,0
TS058,Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census,Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census,27772569,58000,1,58001,0
TS058,Distance travelled to work: Less than 2km,Distance travelled to work: Less than 2km,3058131,58000,2,58002,0
TS058,Distance travelled to work: 2km to less than 5km,Distance travelled to work: 2km to less than 5km,3499235,58000,3,58003,0
TS058,Distance travelled to work: 5km to less than 10km,Distance travelled to work: 5km to less than 10km,3273870,58000,4,58004,0
TS058,Distance travelled to work: 10km to less than 20km,Distance travelled to work: 10km to less than 20km,2924093,58000,5,58005,0
TS058,Distance travelled to work: 20km to less than 30km,Distance travelled to work: 20km to less than 30km,1127430,58000,6,58006,0
TS058,Distance travelled to work: 30km to less than 40km,Distance travelled to work: 30km to less than 40km,470179,58000,7,58007,0
TS058,Distance travelled to work: 40km to less than 60km,Distance travelled to work: 40km to less than 60km,358628,58000,8,58008,0
TS058,Distance travelled to work: 60km and over,Distance travelled to work: 60km and over,382109,58000,9,58009,0
TS058,Distance travelled to work: Works mainly from home,Distance travelled to work: Works mainly from home,8671835,58000,10,58010,0
TS058,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK","Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",4007059,58000,11,58011,0
TS061,Method of travel to workplace: Total: All usual residents aged 16 years and over in employment the week before the census,Method of travel to workplace: Total: All usual residents aged 16 years and over in employment the week before the census,27773759,61000,1,61001,0
TS061,Method of travel to workplace: Work mainly at or from home,Method of travel to workplace: Work mainly at or from home,8671835,61000,2,61002,0
TS061,"Method of travel to workplace: Underground, metro, light rail, tram","Method of travel to workplace: Underground, metro, light rail, tram",505267,61000,3,61003,0
TS061,Method of travel to workplace: Train,Method of travel to workplace: Train,528890,61000,4,61004,0
TS061,"Method of travel to workplace: Bus, minibus or coach","Method of travel to workplace: Bus, minibus or coach",1161086,61000,5,61005,0
TS061,Method of travel to workplace: Taxi,Method of travel to workplace: Taxi,200281,61000,6,61006,0
TS061,"Method of travel to workplace: Motorcycle, scooter or moped","Method of travel to workplace: Motorcycle, scooter or moped",128702,61000,7,61007,0
TS061,Method of travel to workplace: Driving a car or van,Method of travel to workplace: Driving a car or van,12524663,61000,8,61008,0
TS061,Method of travel to workplace: Passenger in a car or van,Method of travel to workplace: Passenger in a car or van,1083597,61000,9,61009,0
TS061,Method of travel to workplace: Bicycle,Method of travel to workplace: Bicycle,569108,61000,10,61010,0
TS061,Method of travel to workplace: On foot,Method of travel to workplace: On foot,2114353,61000,11,61011,0
TS061,Method of travel to workplace: Other method of travel to work,Method of travel to workplace: Other method of travel to work,285977,61000,12,61012,0
TS044,Accommodation type: Total: All households,Accommodation type: Total: All households,24782785,44000,1,44001,0
TS044,Accommodation type: Detached,Accommodation type: Detached,5752944,44000,2,44002,0
TS044,Accommodation type: Semi-detached,Accommodation type: Semi-detached,7809951,44000,3,44003,0
TS044,Accommodation type: Terraced,Accommodation type: Terraced,5739554,44000,4,44004,0
TS044,Accommodation type: In a purpose-built block of flats or tenement,Accommodation type: In a purpose-built block of flats or tenement,4126339,44000,5,44005,0
TS044,"Accommodation type: Part of a converted or shared house, including bedsits","Accommodation type: Part of a converted or shared house, including bedsits",845737,44000,6,44006,0
TS044,"Accommodation type: Part of another converted building, for example, former school, church or warehouse","Accommodation type: Part of another converted building, for example, former school, church or warehouse",195617,44000,7,44007,0
TS044,"Accommodation type: In a commercial building, for example, in an office building, hotel or over a shop","Accommodation type: In a commercial building, for example, in an office building, hotel or over a shop",208390,44000,8,44008,0
TS044,Accommodation type: A caravan or other mobile or temporary structure,Accommodation type: A caravan or other mobile or temporary structure,104253,44000,9,44009,0
TS054,Tenure of household: Total: All households,Tenure of household: Total: All households,24782883,54000,1,54001,0
TS054,Tenure of household: Owned,Tenure of household: Owned,15258951,54000,2,54002,0
TS054,Tenure of household: Owned: Owns outright,Tenure of household: Owned: Owns outright,8136720,54000,3,54003,0
TS054,Tenure of household: Owned: Owns with a mortgage or loan,Tenure of household: Owned: Owns with a mortgage or loan,7122231,54000,4,54004,0
TS054,Tenure of household: Shared ownership,Tenure of household: Shared ownership,240152,54000,5,54005,0
TS054,Tenure of household: Shared ownership: Shared ownership,Tenure of household: Shared ownership: Shared ownership,240152,54000,6,54006,0
TS054,Tenure of household: Social rented,Tenure of household: Social rented,4227869,54000,7,54007,0
TS054,Tenure of household: Social rented: Rents from council or Local Authority,Tenure of household: Social rented: Rents from council or Local Authority,2061853,54000,8,54008,0
TS054,Tenure of household: Social rented: Other social rented,Tenure of household: Social rented: Other social rented,2166016,54000,9,54009,0
TS054,Tenure of household: Private rented,Tenure of household: Private rented,5023237,54000,10,54010,0
TS054,Tenure of household: Private rented: Private landlord or letting agency,Tenure of household: Private rented: Private landlord or letting agency,4468313,54000,11,54011,0
TS054,Tenure of household: Private rented: Other private rented,Tenure of household: Private rented: Other private rented,554924,54000,12,54012,0
TS054,Tenure of household: Lives rent free,Tenure of household: Lives rent free,32674,54000,13,54013,0
TS051,Number of rooms (VOA): Total: All households,Number of rooms (VOA): Total: All households,24783532,51000,1,51001,0
TS051,Number of rooms (VOA): 1 room,Number of rooms (VOA): 1 room,260279,51000,2,51002,0
TS051,Number of rooms (VOA): 2 rooms,Number of rooms (VOA): 2 rooms,2435585,51000,3,51003,0
